market,idt,maturity_target,mu,sd,skew,kurt,p10,p50,p90,lg_change_decr,prDec,lg_change_incr,prInc
bac,05/18/2016,3,-0.00628,0.15065,-0.72107,1.30058,-0.19879,0.00931,0.16524,-20,0.09914,20,0.05862
bac,05/25/2016,3,-0.00544,0.13985,-0.6159,1.21232,-0.18287,0.00694,0.15498,-20,0.08519,20,0.04932
bac,6/1/2016,3,-0.00455,0.14036,-0.57384,1.19819,-0.1812,0.00672,0.15752,-20,0.08366,20,0.05264
bac,6/8/2016,3,-0.00359,0.13725,-0.5462,1.20588,-0.17571,0.00654,0.15549,-20,0.07854,20,0.051
bac,06/15/2016,3,-0.00438,0.16723,-0.44695,0.79889,-0.21903,0.00742,0.19163,-20,0.11679,20,0.09038
bac,06/22/2016,3,-0.00233,0.16184,-0.44316,0.79858,-0.20998,0.00954,0.18717,-20,0.10888,20,0.08493
bac,06/29/2016,3,-0.001,0.17121,-0.44117,0.94254,-0.21853,0.01078,0.19881,-20,0.11534,20,0.09872
bac,7/6/2016,3,-0.0147,0.17216,-0.82062,1.31632,-0.23714,0.0059,0.17988,-20,0.12909,20,0.07462
bac,07/13/2016,3,-0.01254,0.14617,-0.71955,1.32175,-0.20029,0.0038,0.15185,-20,0.10045,20,0.0459
bac,07/20/2016,3,-0.00828,0.13336,-0.75168,1.38416,-0.17887,0.00624,0.14246,-20,0.08206,20,0.03571
bac,07/27/2016,3,-1.00E-05,0.11984,-0.48469,1.05209,-0.1512,0.00848,0.13933,-20,0.05702,20,0.03567
bac,8/3/2016,3,0.00185,0.12684,-0.5155,1.12593,-0.15852,0.01098,0.14874,-20,0.06347,20,0.0435
bac,8/10/2016,3,0.00252,0.12532,-0.38837,0.79718,-0.15676,0.00989,0.15038,-20,0.06087,20,0.04555
bac,08/17/2016,3,0.00372,0.11389,-0.41473,1.03932,-0.13933,0.01024,0.13573,-20,0.04746,20,0.03316
bac,08/24/2016,3,-0.0088,0.13107,-0.74258,1.26276,-0.17723,0.00561,0.1411,-20,0.07997,20,0.03198
bac,08/31/2016,3,-0.00679,0.13368,-0.78413,1.56957,-0.17617,0.00781,0.14327,-20,0.07997,20,0.03652
bac,9/7/2016,3,-0.00736,0.12983,-0.59189,1.04117,-0.17406,0.00469,0.14203,-20,0.07705,20,0.03637
bac,09/14/2016,3,-0.00575,0.1465,-0.73025,1.20922,-0.19501,0.0097,0.16134,-20,0.09588,20,0.05382
bac,09/21/2016,3,-0.00568,0.13431,-0.68381,1.29894,-0.17686,0.00735,0.14731,-20,0.08014,20,0.04074
bac,09/28/2016,3,-0.00602,0.13415,-0.63782,1.31401,-0.17779,0.0072,0.145,-20,0.08061,20,0.04044
bac,10/5/2016,3,-0.00428,0.13908,-0.52266,1.04268,-0.18279,0.00754,0.15505,-20,0.08487,20,0.05051
bac,10/12/2016,3,-0.00303,0.14219,-0.51627,0.95765,-0.18444,0.00795,0.16331,-20,0.08604,20,0.05771
bac,10/19/2016,3,0.00223,0.12306,-0.79878,1.3054,-0.15664,0.01677,0.14231,-20,0.06343,20,0.02662
bac,10/26/2016,3,-0.00623,0.12433,-0.73094,1.29759,-0.16583,0.00723,0.13482,-20,0.07096,20,0.02795
bac,11/2/2016,3,-0.00633,0.13966,-0.74857,1.1625,-0.18709,0.00949,0.15383,-20,0.08927,20,0.04247
bac,11/9/2016,3,-0.0038,0.12488,-0.75873,1.34215,-0.16369,0.0094,0.13905,-20,0.06883,20,0.02848
bac,11/16/2016,3,-0.00802,0.1494,-0.50459,1.04699,-0.19607,0.00223,0.16675,-20,0.09668,20,0.06358
bac,11/23/2016,3,-0.00597,0.13606,-0.39861,0.80102,-0.17791,0.0014,0.15618,-20,0.07937,20,0.05249
bac,11/30/2016,3,-0.00576,0.14067,-0.35974,0.83301,-0.18238,0.00098,0.16229,-20,0.08351,20,0.0595
bac,12/7/2016,3,-0.00447,0.14666,-0.36348,0.60366,-0.19248,0.00356,0.17196,-20,0.0929,20,0.06838
bac,12/14/2016,3,-0.00545,0.16309,-0.19624,0.53546,-0.21179,-0.00052,0.19315,-20,0.11178,20,0.09265
bac,12/21/2016,3,-0.00823,0.14616,-0.31457,0.62557,-0.19558,1.00E-05,0.1657,-20,0.09599,20,0.06261
bac,12/28/2016,3,-0.00749,0.14768,-0.28854,0.50839,-0.19772,1.00E-05,0.17045,-20,0.09782,20,0.06763
bac,1/4/2017,3,-0.00586,0.14731,-0.32284,0.61244,-0.19498,0.00249,0.16967,-20,0.09548,20,0.06634
bac,1/11/2017,3,-0.00394,0.13839,-0.34148,0.58608,-0.18224,0.00419,0.16082,-20,0.08314,20,0.05601
bac,01/18/2017,3,-0.00171,0.13152,-0.37788,0.7176,-0.16971,0.00608,0.15459,-20,0.07199,20,0.04946
bac,01/25/2017,3,-0.00122,0.12204,-0.23796,0.37697,-0.15934,0.00413,0.14741,-20,0.05983,20,0.0422
bac,2/1/2017,3,-0.01253,0.134,-0.38066,0.45945,-0.18766,-0.00365,0.14825,-20,0.08769,20,0.04346
bac,2/8/2017,3,-0.01185,0.13606,-0.43946,0.47746,-0.19178,-0.00074,0.14943,-20,0.09218,20,0.0433
bac,02/15/2017,3,-0.01042,0.13339,-0.39627,0.53878,-0.18378,-0.00153,0.14916,-20,0.08405,20,0.04457
bac,02/22/2017,3,-0.00986,0.13342,-0.37866,0.53994,-0.18296,-0.00118,0.14965,-20,0.08335,20,0.0452
bac,3/1/2017,3,-0.00899,0.13403,-0.29984,0.5313,-0.18102,-0.00248,0.15278,-20,0.08134,20,0.04927
bac,3/8/2017,3,-0.00797,0.13705,-0.31393,0.42578,-0.18529,-0.00085,0.15814,-20,0.08578,20,0.05349
bac,03/15/2017,3,-0.00577,0.12758,-0.32722,0.53506,-0.17093,0.00179,0.1466,-20,0.07179,20,0.04207
bac,03/22/2017,3,-0.00595,0.13488,-0.35955,0.66316,-0.17956,0.00233,0.15379,-20,0.08074,20,0.04977
bac,03/29/2017,3,-0.00455,0.12927,-0.29353,0.75336,-0.16816,0.00146,0.14889,-20,0.06955,20,0.04631
bac,4/5/2017,3,-0.00389,0.13833,-0.30825,0.38164,-0.18398,0.00303,0.16423,-20,0.0841,20,0.05911
bac,4/12/2017,3,-0.00318,0.14363,-0.35724,0.65722,-0.18693,0.00478,0.16838,-20,0.08767,20,0.06412
bac,04/20/2017,NA,-0.00143,0.1325,-0.35199,0.59973,-0.17202,0.00618,0.15628,-20,0.07388,20,0.05108
bac,04/26/2017,3,-7.00E-05,0.11931,-0.34663,0.84066,-0.15036,0.00601,0.14172,-20,0.05428,20,0.03827
bac,5/3/2017,3,-0.00949,0.12712,-0.52346,0.39951,-0.18284,0.0048,0.13845,-20,0.08286,20,0.02974
bac,5/10/2017,3,-0.00832,0.12081,-0.39337,0.44258,-0.16637,1.00E-05,0.1368,-20,0.06691,20,0.03064
bac,05/17/2017,3,-0.00946,0.13458,-0.42897,0.44165,-0.18658,0.00079,0.15137,-20,0.08662,20,0.04416
bac,05/24/2017,3,-0.00552,0.12315,-0.50965,0.54441,-0.16826,0.00563,0.14035,-20,0.07041,20,0.0306
bac,05/31/2017,3,-0.00549,0.1263,-0.53252,0.73529,-0.17001,0.00497,0.1436,-20,0.07343,20,0.03556
bac,6/7/2017,3,-0.00534,0.12429,-0.4624,0.56149,-0.16828,0.00472,0.14201,-20,0.07039,20,0.0344
bac,06/14/2017,3,-0.0039,0.1211,-0.48341,0.76725,-0.16041,0.00578,0.13773,-20,0.06412,20,0.03216
bac,06/22/2017,NA,-0.00486,0.12549,-0.33916,0.3384,-0.17016,0.00327,0.14665,-20,0.07037,20,0.0398
bac,06/28/2017,3,-0.00311,0.12525,-0.38488,0.50777,-0.16477,0.00436,0.14762,-20,0.06624,20,0.0402
bac,7/5/2017,3,-0.00184,0.12277,-0.41573,0.58011,-0.16106,0.00659,0.1446,-20,0.0636,20,0.03748
bac,7/12/2017,3,-0.00054,0.11747,-0.42044,0.7085,-0.15081,0.00695,0.13917,-20,0.05527,20,0.033
bac,07/19/2017,3,-0.00046,0.10876,-0.35377,0.67937,-0.13891,0.00511,0.12982,-20,0.0436,20,0.02601
bac,07/26/2017,3,0.00048,0.10576,-0.36128,0.80261,-0.13369,0.00607,0.12559,-20,0.03957,20,0.02414
bac,8/2/2017,3,-0.00703,0.11346,-0.47476,0.50516,-0.15683,0.00295,0.12696,-20,0.05826,20,0.02094
bac,8/9/2017,3,-0.00733,0.11991,-0.49558,0.55607,-0.16617,0.00378,0.13335,-20,0.06736,20,0.02658
bac,08/16/2017,3,-0.00739,0.12156,-0.46073,0.51986,-0.16721,0.00273,0.13689,-20,0.06828,20,0.0296
bac,08/23/2017,3,-0.006,0.1228,-0.49059,0.54353,-0.16751,0.00441,0.13973,-20,0.06912,20,0.03066
bac,08/30/2017,3,-0.00549,0.12119,-0.39342,0.44095,-0.16257,0.00208,0.14147,-20,0.06409,20,0.03273
bac,9/6/2017,3,-0.00521,0.12579,-0.48082,0.66067,-0.16794,0.00427,0.14423,-20,0.07065,20,0.03637
bac,09/13/2017,3,-0.00412,0.1203,-0.47892,0.62889,-0.1611,0.00575,0.13814,-20,0.06413,20,0.03065
bac,09/20/2017,3,-0.00361,0.1221,-0.4474,0.56203,-0.16328,0.00552,0.14171,-20,0.06525,20,0.03381
bac,09/27/2017,3,-0.0022,0.11944,-0.47434,0.67565,-0.15646,0.00624,0.13994,-20,0.05957,20,0.03161
bac,10/4/2017,3,-0.00135,0.11707,-0.47378,0.69804,-0.15182,0.00654,0.13825,-20,0.05581,20,0.02975
bac,10/11/2017,3,-0.00116,0.11993,-0.43888,0.67981,-0.15567,0.00689,0.14091,-20,0.05933,20,0.03426
bac,10/18/2017,3,-0.00028,0.10753,-0.43429,0.8148,-0.13643,0.00618,0.12817,-20,0.04252,20,0.02277
bac,10/25/2017,3,0.00073,0.11523,-0.40517,0.68253,-0.14566,0.0066,0.13956,-20,0.04962,20,0.03177
bac,11/1/2017,3,0.00153,0.11012,-0.41792,0.72897,-0.13897,0.00768,0.13311,-20,0.04402,20,0.02653
bac,11/8/2017,3,0.00248,0.11238,-0.37863,0.72703,-0.14158,0.00906,0.13559,-20,0.04661,20,0.03081
bac,11/15/2017,3,0.0029,0.11611,-0.23971,0.51961,-0.14624,0.00775,0.14275,-20,0.04874,20,0.03829
bac,11/22/2017,3,0.00331,0.10437,-0.22827,0.60787,-0.12792,0.00621,0.13017,-20,0.0336,20,0.02693
bac,11/29/2017,3,0.00792,0.13486,-0.20009,0.40316,-0.16586,0.01273,0.17191,-20,0.06681,20,0.06769
bac,12/6/2017,3,0.01096,0.13407,-0.16864,0.72027,-0.15508,0.01275,0.17345,-20,0.05916,20,0.07084
bac,12/13/2017,3,0.02498,0.16551,-0.16218,0.45026,-0.18553,0.02704,0.23018,-20,0.08497,20,0.13356
bac,12/20/2017,3,-0.00121,0.11297,-0.21503,0.6028,-0.14271,0.00115,0.13697,-20,0.04522,20,0.03412
bac,12/27/2017,3,0.00065,0.11347,-0.29563,0.62128,-0.14242,0.00486,0.13824,-20,0.04619,20,0.03351
bac,1/3/2018,3,-0.00803,0.11592,-0.31827,0.33986,-0.16009,-0.00109,0.13225,-20,0.05951,20,0.02764
bac,1/10/2018,3,-0.00693,0.11728,-0.28881,0.39783,-0.15714,-0.00262,0.13742,-20,0.05764,20,0.03154
bac,01/17/2018,3,-0.00682,0.1201,-0.31014,0.42779,-0.16162,-0.00115,0.13937,-20,0.06201,20,0.03424
bac,01/24/2018,3,-0.0052,0.11359,-0.29998,0.37881,-0.15224,1.00E-05,0.13338,-20,0.05273,20,0.02793
bac,01/31/2018,3,-0.00565,0.11909,-0.24953,0.42105,-0.15738,-0.00162,0.14089,-20,0.05793,20,0.03627
bac,2/7/2018,3,-0.00589,0.12938,-0.31525,0.46978,-0.17131,-0.00041,0.15183,-20,0.07179,20,0.04595
bac,02/14/2018,3,-0.00252,0.12491,-0.6375,1.11069,-0.16454,0.01046,0.13894,-20,0.06981,20,0.03238
bac,02/21/2018,3,-0.00172,0.12084,-0.4218,0.53808,-0.1582,0.00591,0.14363,-20,0.06075,20,0.03435
bac,02/28/2018,3,-0.00302,0.12152,-0.47848,0.62553,-0.1606,0.00538,0.14218,-20,0.06399,20,0.03275
bac,3/7/2018,3,-0.00037,0.12859,-0.7941,1.09705,-0.16981,0.01659,0.14496,-20,0.07462,20,0.02939
bac,03/14/2018,3,7.00E-05,0.12014,-0.68272,1.02401,-0.15572,0.01283,0.13851,-20,0.06221,20,0.02678
bac,03/21/2018,3,0.00044,0.11525,-0.51222,0.79315,-0.14649,0.00786,0.1381,-20,0.05205,20,0.02762
bac,03/28/2018,3,-0.00128,0.14573,-0.62144,1.04307,-0.18812,0.01204,0.16769,-20,0.08968,20,0.06114
bac,4/4/2018,3,1.00E-04,0.13578,-0.65599,1.05422,-0.17512,0.01353,0.15681,-20,0.07864,20,0.04743
bac,4/11/2018,3,-0.00067,0.13791,-0.431,0.59619,-0.17888,0.00847,0.16377,-20,0.08056,20,0.0568
bac,04/18/2018,3,-0.00024,0.11885,-0.34938,0.45032,-0.1541,0.00674,0.14331,-20,0.0563,20,0.03542
bac,04/25/2018,3,0.00166,0.11761,-0.45161,0.7837,-0.14901,0.00959,0.14064,-20,0.05386,20,0.03394
bac,5/2/2018,3,0.00115,0.10382,-0.30387,0.69742,-0.13062,0.00583,0.12519,-20,0.03634,20,0.02378
bac,5/9/2018,3,-0.00342,0.11187,-0.54891,0.5137,-0.15252,0.00737,0.12839,-20,0.05554,20,0.01753
bac,05/16/2018,3,-0.00274,0.10995,-0.54812,0.65305,-0.14674,0.00719,0.12705,-20,0.05146,20,0.01775
bac,05/23/2018,3,-0.00229,0.11046,-0.55927,0.52777,-0.15057,0.00934,0.12705,-20,0.05326,20,0.01706
bac,05/30/2018,3,-0.00152,0.11184,-0.53152,0.69593,-0.14714,0.00803,0.13065,-20,0.05234,20,0.02155
bac,6/6/2018,3,-0.00341,0.1084,-0.37033,0.43591,-0.14545,0.00373,0.12642,-20,0.04759,20,0.02159
bac,06/13/2018,3,-0.00336,0.1045,-0.1913,0.44803,-0.13612,-0.00085,0.12523,-20,0.0383,20,0.02388
bac,06/20/2018,3,-0.00288,0.11268,-0.28726,0.36362,-0.1495,0.00268,0.13385,-20,0.05019,20,0.02843
bac,06/27/2018,3,-0.00324,0.11968,-0.25004,0.44813,-0.15506,0.00048,0.14416,-20,0.05608,20,0.03872
bac,7/3/2018,3,-0.00246,0.11807,-0.32195,0.44583,-0.15479,0.00337,0.14079,-20,0.05618,20,0.03431
bac,7/11/2018,3,-0.0027,0.11219,-0.24941,0.29349,-0.15,0.00305,0.13338,-20,0.04903,20,0.02878
bac,07/18/2018,3,-5.00E-05,0.09772,-0.38686,0.63779,-0.1256,0.00535,0.11708,-20,0.03225,20,0.01458
bac,07/25/2018,3,0.00108,0.0965,-0.43532,0.55283,-0.12443,0.00793,0.11644,-20,0.03115,20,0.01169
bac,8/1/2018,3,0.00096,0.09423,-0.34316,0.60213,-0.11917,0.00541,0.11444,-20,0.02736,20,0.01318
bac,8/8/2018,3,-0.00223,0.09999,-0.48457,0.52147,-0.13356,0.00588,0.11713,-20,0.03815,20,0.01106
bac,08/15/2018,3,-0.00442,0.11798,-0.53047,0.39363,-0.16479,0.00866,0.13367,-20,0.06595,20,0.02295
bac,08/22/2018,3,-0.00152,0.10458,-0.56244,0.64388,-0.13982,0.00853,0.12112,-20,0.04529,20,0.0135
bac,08/29/2018,3,-0.00154,0.10359,-0.53503,0.67761,-0.13802,0.008,0.1196,-20,0.04346,20,0.01439
bac,9/5/2018,3,-0.00099,0.10624,-0.61743,0.78138,-0.14091,0.01026,0.12185,-20,0.04689,20,0.01411
bac,9/12/2018,3,-0.00077,0.10411,-0.50265,0.75981,-0.13445,0.00681,0.12272,-20,0.04133,20,0.01632
bac,09/19/2018,3,-0.00035,0.09997,-0.35789,0.43642,-0.12933,0.00487,0.12106,-20,0.03419,20,0.01517
bac,09/26/2018,3,-0.00107,0.10765,-0.32723,0.35453,-0.14139,0.00461,0.13001,-20,0.04293,20,0.02245
bac,10/3/2018,3,-0.00058,0.11013,-0.3954,0.53065,-0.14265,0.00576,0.13232,-20,0.04615,20,0.02436
bac,10/10/2018,3,-0.00094,0.12428,-0.39492,0.571,-0.16108,0.00654,0.14801,-20,0.06375,20,0.04091
bac,10/17/2018,3,0.00036,0.11555,-0.53557,1.08297,-0.14663,0.00953,0.13382,-20,0.0536,20,0.02916
bac,10/24/2018,3,-0.00044,0.15464,-0.48751,0.79419,-0.20005,0.01177,0.18086,-20,0.0999,20,0.07717
bac,10/31/2018,3,0.00194,0.1381,-0.50545,1.0333,-0.17303,0.01185,0.16259,-20,0.07677,20,0.05693
bac,11/7/2018,3,0.00255,0.11793,-0.51929,1.0871,-0.14675,0.01149,0.13893,-20,0.0538,20,0.03402
bac,11/14/2018,3,0.0035,0.1454,-0.40354,0.69005,-0.18339,0.01322,0.17538,-20,0.08553,20,0.07094
bac,11/22/2018,NA,0.00615,0.13749,-0.49745,1.00363,-0.1683,0.01622,0.16614,-20,0.07271,20,0.0602
bac,11/28/2018,3,0.00677,0.12343,-0.48592,1.068,-0.1488,0.01501,0.15077,-20,0.0564,20,0.04411
bac,12/4/2018,3,0.01271,0.16463,-0.38465,0.69863,-0.19875,0.02256,0.20758,-20,0.099,20,0.10963
bac,12/12/2018,3,0.01996,0.17954,-0.20648,0.74093,-0.2045,0.024,0.23578,-20,0.10396,20,0.14066
bac,12/19/2018,3,0.05456,0.27042,0.22005,0.50488,-0.27873,0.04495,0.39347,-20,0.16265,20,0.2709
bac,12/26/2018,3,-0.00018,0.17412,-0.85467,1.32716,-0.22862,0.02176,0.19579,-20,0.12093,20,0.0942
bac,1/2/2019,3,0.00053,0.14992,-0.71739,1.1033,-0.19379,0.01678,0.17265,-20,0.09485,20,0.06421
bac,1/9/2019,3,0.00199,0.14831,-0.77858,1.13221,-0.19328,0.02073,0.16943,-20,0.09456,20,0.05927
bac,01/16/2019,3,0.00333,0.12052,-0.70083,1.03562,-0.15334,0.01594,0.14283,-20,0.05972,20,0.02771
bac,01/23/2019,3,0.00357,0.12135,-0.5303,0.81982,-0.15334,0.01373,0.14574,-20,0.05956,20,0.03656
bac,01/30/2019,3,0.00369,0.10812,-0.48225,0.98004,-0.13229,0.0099,0.13199,-20,0.04087,20,0.02517
bac,2/6/2019,3,-0.00545,0.12142,-0.58288,0.79502,-0.16455,0.00656,0.13536,-20,0.06797,20,0.02785
bac,02/13/2019,3,-0.00433,0.11744,-0.59504,0.91765,-0.15669,0.00674,0.13166,-20,0.06154,20,0.0251
bac,02/20/2019,3,-0.00345,0.1112,-0.61023,0.99205,-0.14731,0.00731,0.1248,-20,0.05321,20,0.01983
bac,02/27/2019,3,-0.00219,0.10937,-0.5905,0.85533,-0.14472,0.00832,0.12478,-20,0.05085,20,0.01837
bac,3/6/2019,NA,-0.0022,0.11376,-0.5461,0.82217,-0.14934,0.00744,0.1311,-20,0.05455,20,0.02371
bac,03/13/2019,3,-0.00101,0.10704,-0.51471,0.79467,-0.13859,0.00727,0.12523,-20,0.04505,20,0.0188
bac,03/20/2019,3,-0.00134,0.10963,-0.48295,0.75439,-0.14331,0.00755,0.12722,-20,0.04875,20,0.02236
bac,03/27/2019,3,-0.00241,0.1258,-0.48378,0.76821,-0.16425,0.00694,0.14617,-20,0.06741,20,0.03911
bac,4/3/2019,3,-0.00188,0.11749,-0.42689,0.60262,-0.15424,0.00624,0.13783,-20,0.05708,20,0.03098
bac,4/10/2019,3,-4.00E-04,0.12017,-0.48748,0.66413,-0.15644,0.00904,0.14181,-20,0.06035,20,0.03297
bac,04/17/2019,3,-0.00011,0.10603,-0.41797,0.68577,-0.13587,0.00636,0.12669,-20,0.04144,20,0.02101
bac,04/24/2019,3,0.00034,0.09847,-0.42436,0.84039,-0.12458,0.00618,0.11695,-20,0.03331,20,0.01575
bac,5/1/2019,3,0.00067,0.10625,-0.39715,0.68689,-0.13567,0.0072,0.12706,-20,0.04103,20,0.02277
bac,5/8/2019,3,-0.00462,0.12692,-0.63773,0.73806,-0.17321,0.00883,0.14343,-20,0.07636,20,0.0305
bac,05/15/2019,3,-0.00471,0.12409,-0.69137,0.98389,-0.16868,0.00982,0.13615,-20,0.07287,20,0.02763
bac,05/22/2019,3,-0.00247,0.11966,-0.73293,1.02461,-0.1599,0.01204,0.13412,-20,0.06542,20,0.02228
bac,05/29/2019,3,-0.00249,0.12953,-0.80229,1.18324,-0.17264,0.0144,0.14311,-20,0.0774,20,0.03028
bac,6/5/2019,3,-0.00309,0.13317,-0.78567,1.06058,-0.18203,0.01562,0.14537,-20,0.08543,20,0.03409
bac,6/12/2019,3,-0.00289,0.13045,-0.61444,0.80443,-0.17289,0.0094,0.14974,-20,0.07602,20,0.03784
bac,06/19/2019,3,-0.00139,0.12254,-0.50638,0.72775,-0.15833,0.00711,0.14545,-20,0.06257,20,0.03462
bac,06/26/2019,3,-0.00162,0.1234,-0.59238,0.84017,-0.16262,0.01015,0.14134,-20,0.06707,20,0.03235
bac,7/3/2019,3,-0.00019,0.11207,-0.63225,1.03307,-0.14468,0.0106,0.12933,-20,0.05212,20,0.02149
bac,7/10/2019,3,-0.00034,0.1133,-0.5571,0.90595,-0.14596,0.00911,0.13158,-20,0.05269,20,0.02471
bac,07/17/2019,3,-0.00075,0.10339,-0.40237,0.81128,-0.13156,0.00482,0.12191,-20,0.03883,20,0.02006
bac,07/24/2019,3,0.00165,0.10051,-0.61283,1.01646,-0.12757,0.01075,0.11851,-20,0.03769,20,0.01265
bac,07/31/2019,3,0.00088,0.10539,-0.46874,0.86495,-0.13301,0.0078,0.12542,-20,0.04064,20,0.02079
bac,8/7/2019,3,0.00533,0.14341,-0.7772,1.53072,-0.17669,0.02122,0.16673,-20,0.08155,20,0.05846
bac,08/14/2019,3,0.01355,0.16242,-0.84665,1.59972,-0.19653,0.03412,0.19237,-20,0.09771,20,0.09017
bac,08/21/2019,3,0.00575,0.13243,-0.57165,1.12311,-0.16251,0.0165,0.15893,-20,0.06798,20,0.05172
bac,08/28/2019,3,-0.00637,0.14492,-0.79564,1.01095,-0.201,0.01473,0.15571,-20,0.10096,20,0.04361
bac,9/4/2019,3,-0.00438,0.1408,-0.84193,1.06203,-0.19533,0.01797,0.151,-20,0.09617,20,0.03772
bac,9/11/2019,3,-0.00092,0.12982,-0.79814,1.10082,-0.17253,0.01608,0.14606,-20,0.07721,20,0.0306
bac,09/18/2019,3,-0.00092,0.12974,-0.75948,1.16912,-0.16947,0.01364,0.14809,-20,0.07404,20,0.0336
bac,09/25/2019,3,-0.00094,0.1286,-0.75636,1.20126,-0.16706,0.01328,0.14611,-20,0.07266,20,0.03317
bac,10/2/2019,3,-0.00211,0.14596,-0.71273,1.15137,-0.19034,0.01339,0.16579,-20,0.09184,20,0.05694
bac,10/9/2019,3,-6.00E-04,0.14173,-0.72454,1.12525,-0.18398,0.01502,0.16205,-20,0.08669,20,0.05139
bac,10/16/2019,3,0.00032,0.11844,-0.6317,0.89218,-0.15325,0.01163,0.13855,-20,0.05883,20,0.02588
bac,10/23/2019,3,0.00085,0.11512,-0.64361,1.14542,-0.14713,0.01177,0.13223,-20,0.05528,20,0.0257
bac,10/30/2019,3,0.00155,0.11099,-0.64274,1.21893,-0.13966,0.01137,0.12978,-20,0.04823,20,0.02241
bac,11/6/2019,3,-0.00661,0.12207,-0.69997,0.97996,-0.16606,0.00658,0.1343,-20,0.06979,20,0.02297
bac,11/13/2019,3,-0.00576,0.12079,-0.71411,1.00688,-0.16414,0.00826,0.13283,-20,0.068,20,0.02213
bac,11/20/2019,3,-0.00508,0.12003,-0.73613,1.12097,-0.16183,0.00888,0.132,-20,0.06642,20,0.02197
bac,11/27/2019,3,-0.00365,0.11603,-0.73436,1.03331,-0.15624,0.01033,0.1288,-20,0.06171,20,0.01819
bac,12/4/2019,3,-0.00315,0.11983,-0.75018,1.24859,-0.15788,0.01026,0.13334,-20,0.06425,20,0.02356
bac,12/11/2019,3,-0.00239,0.12013,-0.63968,0.89809,-0.15782,0.00893,0.13797,-20,0.06341,20,0.02579
bac,12/18/2019,3,-0.00108,0.10916,-0.66061,1.00033,-0.14202,0.00926,0.12613,-20,0.0491,20,0.01572
bac,12/26/2019,3,-0.00026,0.10652,-0.69405,1.01993,-0.13905,0.01107,0.12259,-20,0.04729,20,0.01336
bac,1/2/2020,3,0.00056,0.10511,-0.73482,1.16816,-0.13554,0.01196,0.12122,-20,0.04498,20,0.01201
bac,1/8/2020,3,-0.00019,0.10993,-0.63018,1.03006,-0.14107,0.00948,0.1284,-20,0.04821,20,0.01861
bac,01/15/2020,3,-0.00077,0.0945,-0.52909,0.84924,-0.12249,0.00632,0.11048,-20,0.03157,20,0.00918
bac,01/22/2020,3,-5.00E-05,0.09543,-0.49326,0.80863,-0.12227,0.00669,0.11289,-20,0.03158,20,0.01087
bac,01/29/2020,3,0.00088,0.10853,-0.58704,1.09103,-0.13762,0.01008,0.12689,-20,0.04595,20,0.02106
bac,2/5/2020,3,-0.00589,0.11119,-0.75155,1.24052,-0.15093,0.00767,0.11828,-20,0.0583,20,0.01568
bac,2/12/2020,3,-0.00457,0.10783,-0.7478,1.36932,-0.1429,0.00751,0.11724,-20,0.05141,20,0.01447
bac,02/19/2020,3,-0.00425,0.10808,-0.76074,1.35742,-0.14334,0.00811,0.11758,-20,0.05206,20,0.0141
bac,02/26/2020,3,-0.00825,0.14407,-0.80406,1.37038,-0.19512,0.00994,0.15267,-20,0.09589,20,0.04427
bac,3/5/2020,NA,-0.00857,0.17033,-1.13929,2.51717,-0.22327,0.01806,0.17189,-20,0.11686,20,0.06437
bac,3/11/2020,3,-0.0298,0.36164,-1.18842,1.39398,-0.55372,0.05823,0.32945,-20,0.24038,20,0.2737
bac,03/18/2020,3,-0.01883,0.47582,-1.07334,0.67788,-0.77608,0.10345,0.46041,-20,0.25813,20,0.38023
bac,03/25/2020,3,-0.02591,0.35787,-1.0654,1.53142,-0.50879,0.04132,0.34793,-20,0.24434,20,0.26859
bac,4/1/2020,3,-0.02524,0.3574,-1.09348,1.58628,-0.51628,0.04564,0.34271,-20,0.24023,20,0.26696
bac,4/8/2020,3,-0.00717,0.28625,-1.16558,2.15881,-0.38331,0.04543,0.28858,-20,0.19624,20,0.2184
bac,04/15/2020,3,-0.00968,0.30463,-0.88396,1.41346,-0.41121,0.03452,0.3243,-20,0.21943,20,0.24012
bac,04/22/2020,3,-0.00183,0.3134,-0.92688,1.69361,-0.40586,0.04257,0.33978,-20,0.21517,20,0.25707
bac,04/29/2020,3,0.00354,0.22385,-0.88836,1.83586,-0.2807,0.03204,0.2486,-20,0.15405,20,0.16202
bac,5/6/2020,3,-0.03737,0.2611,-0.99491,1.47085,-0.38383,0.00627,0.24306,-20,0.21586,20,0.15263
bac,05/20/2020,NA,-0.04696,0.28189,-0.84264,0.91345,-0.43718,1.00E-05,0.26184,-20,0.24529,20,0.17039
bac,05/27/2020,3,-0.02211,0.22784,-1.00234,1.65744,-0.32255,0.01479,0.22328,-20,0.1813,20,0.13008
bac,6/3/2020,3,-0.02005,0.22165,-0.94472,1.63213,-0.30939,0.01317,0.22048,-20,0.17534,20,0.12577
bac,6/10/2020,3,-0.02389,0.22551,-0.65311,1.02767,-0.31846,0.00044,0.2326,-20,0.18949,20,0.13635
bac,06/17/2020,3,-0.0232,0.25307,-0.70797,1.23303,-0.34611,0.00268,0.26552,-20,0.20689,20,0.17116
bac,06/24/2020,3,-0.02183,0.24992,-0.60194,0.89602,-0.34656,0.00233,0.26746,-20,0.20835,20,0.17259
